#chrom	txStart	txEnd	refseq	score	strand	symbol	rank
chr16	29806536	29806537	NM_002383	0.0	+	MAZ	44229
chr16	30472661	30472662	NM_002209	0.0	+	ITGAL	44230
chr16	67029146	67029147	NM_001755	0.0	+	CBFB	44231
chr16	67192164	67192165	NM_001950	0.0	+	E2F4	44232
chr16	11915968	11915969	NM_002094	0.0	-	GSPT1	44233
chr16	4476339	4476340	NM_002134	0.0	+	HMOX2	44234
chr16	82035252	82035253	NM_002153	0.0	+	HSD17B2	44235
chr16	85899167	85899168	NM_002163	0.0	+	IRF8	44236
chr16	57358782	57358783	NM_002990	0.0	+	CCL22	44237
chr16	57372460	57372461	NM_002996	0.0	+	CX3CL1	44238
chr16	31483117	31483118	NM_003041	0.0	+	SLC5A2	44239
chr16	3135055	3135056	NM_004220	0.0	+	ZNF213	44240
chr16	84116943	84116944	NM_003791	0.0	-	MBTPS1	44241
chr16	89620591	89620592	NM_004413	0.0	+	DPEP1	44242
chr16	3880120	3880121	NM_004380	0.0	-	CREBBP	44243
chr16	68737289	68737290	NM_004360	0.0	+	CDH1	44244
chr16	49281831	49281832	NM_004352	0.0	-	CBLN1	44245
chr16	28878487	28878488	NM_004320	0.0	+	ATP2A1	44246
chr16	29663218	29663219	NM_003123	0.0	+	SPN	44247
chr16	89508387	89508388	NM_003119	0.0	+	SPG7	44248
chr16	569967	569968	NM_004204	0.0	+	PIGQ	44249
chr16	66918984	66918985	NM_004062	0.0	-	CDH16	44250
chr16	67173852	67173853	NM_003946	0.0	+	NOL3	44251
chr16	1334503	1334504	NM_003933	0.0	+	BAIAP3	44252
chr16	66830976	66830977	NM_003905	0.0	-	NAE1	44253
chr16	66934443	66934444	NM_003869	0.0	+	CES2	44254
chr16	67159909	67159910	NM_003789	0.0	-	TRADD	44255
chr16	28711416	28711417	NM_003752	0.0	+	EIF3C	44256
chr16	4273000	4273001	NM_003223	0.0	-	TFAP4	44257
chr16	1240676	1240677	NM_003294	0.0	+	TPSAB1	44258
chr16	28846408	28846409	NM_003321	0.0	-	TUFM	44259
chr16	1309626	1309627	NM_003345	0.0	+	UBE2I	44260
chr16	31873757	31873758	NM_003414	0.0	+	ZNF267	44261
chr16	3235186	3235187	NM_003454	0.0	-	ZNF200	44262
chr16	66925536	66925537	NM_004165	0.0	-	RRAD	44263
chr16	3112561	3112562	NM_003456	0.0	+	ZNF205	44264
chr16	87869494	87869495	NM_003486	0.0	-	SLC7A5	44265
chr16	352676	352677	NM_003502	0.0	-	AXIN1	44266
chr16	14694573	14694574	NM_003561	0.0	-	PLA2G10	44267
chr16	30011080	30011081	NM_003586	0.0	-	DOC2A	44268
chr16	29996096	29996097	NM_003609	0.0	-	HIRIP3	44269
chr16	28403888	28403889	NM_003752	0.0	-	EIF3C	44270
chr16	8963484	8963485	NM_003470	0.0	-	USP7	44271
chr16	30075975	30075976	NM_002720	0.0	+	PPP4C	44272
chr16	68539212	68539213	NM_001305203	0.0	+	ZFP90	44273
chr16	2223487	2223488	NM_004424	0.0	+	E4F1	44274
chr16	57186283	57186284	NM_001305182	0.0	+	RSPRY1	44275
chr16	68539212	68539213	NM_001305204	0.0	+	ZFP90	44276
chr16	4474650	4474651	NM_001305142	0.0	-	NMRAL1	44277
chr16	57186283	57186284	NM_001305163	0.0	+	RSPRY1	44278
chr16	57186283	57186284	NM_001305164	0.0	+	RSPRY1	44279
chr16	58295047	58295048	NM_001305173	0.0	-	PRSS54	44280
chr16	58295047	58295048	NM_001305174	0.0	-	PRSS54	44281
chr16	19716455	19716456	NM_001305122	0.0	+	IQCK	44282
chr16	19716455	19716456	NM_001305121	0.0	+	IQCK	44283
chr16	4474650	4474651	NM_001305141	0.0	-	NMRAL1	44284
chr16	68539212	68539213	NM_001305206	0.0	+	ZFP90	44285
chr16	68539212	68539213	NM_001305207	0.0	+	ZFP90	44286
chr16	68539212	68539213	NM_001305208	0.0	+	ZFP90	44287
chr16	74377951	74377952	NM_001306094	0.0	+	NPIPB15	44288
chr16	2148143	2148144	NM_001308053	0.0	+	RAB26	44289
chr16	15888649	15888650	NM_001304497	0.0	-	FOPNL	44290
chr16	19885634	19885635	NM_001304771	0.0	-	GPRC5B	44291
chr16	68644835	68644836	NM_001317195	0.0	+	CDH3	44292
chr16	29996208	29996209	NM_001304563	0.0	+	INO80E	44293
chr16	741038	741039	NM_001304799	0.0	-	NARFL	44294
chr16	15888649	15888650	NM_001304498	0.0	-	FOPNL	44295
chr16	15888649	15888650	NM_001304499	0.0	-	FOPNL	44296
chr16	15888649	15888650	NM_001304500	0.0	-	FOPNL	44297
chr16	15888649	15888650	NM_001304502	0.0	-	FOPNL	44298
chr16	29996208	29996209	NM_001304562	0.0	+	INO80E	44299
chr16	30534970	30534971	NM_001305020	0.0	-	ZNF747	44300
chr16	30534970	30534971	NM_001305019	0.0	-	ZNF747	44301
chr16	87936506	87936507	NM_001739	0.0	-	CA5A	44302
chr16	75464737	75464738	NM_001304996	0.0	-	TMEM170A	44303
chr16	75464416	75464417	NM_001304997	0.0	-	TMEM170A	44304
chr16	75464737	75464738	NM_001304998	0.0	-	TMEM170A	44305
chr16	80540733	80540734	NM_001305017	0.0	+	DYNLRB2	44306
chr16	30534970	30534971	NM_001305018	0.0	-	ZNF747	44307
chr16	6019702	6019703	NM_001308117	0.0	+	RBFOX1	44308
chr16	20451460	20451461	NM_001308169	0.0	+	ACSM2A	44309
chr16	20451460	20451461	NM_001308172	0.0	+	ACSM2A	44310
chr16	86510526	86510527	NM_001451	0.0	+	FOXF1	44311
chr16	68737289	68737290	NM_001317186	0.0	+	CDH1	44312
chr16	2513869	2513870	NM_001694	0.0	+	ATP6V0C	44313
chr16	70289509	70289510	NM_001605	0.0	-	AARS	44314
chr16	67163384	67163385	NM_001538	0.0	+	HSF4	44315
chr16	83807902	83807903	NM_001537	0.0	+	HSBP1	44316
chr16	90022599	90022600	NM_001481	0.0	+	GAS8	44317
chr16	23713500	23713501	NM_001308220	0.0	-	ERN2	44318
chr16	23557375	23557376	NM_001308211	0.0	-	EARS2	44319
chr16	2236466	2236467	NM_001374	0.0	+	DNASE1L2	44320
chr16	28711419	28711420	NM_001317857	0.0	+	EIF3CL	44321
chr16	28403885	28403886	NM_001317857	0.0	-	EIF3CL	44322
chr16	28711419	28711420	NM_001317856	0.0	+	EIF3CL	44323
chr16	28403885	28403886	NM_001317856	0.0	-	EIF3CL	44324
chr16	68644835	68644836	NM_001317196	0.0	+	CDH3	44325
chr16	68737289	68737290	NM_001317185	0.0	+	CDH1	44326
chr16	68737289	68737290	NM_001317184	0.0	+	CDH1	44327
chr16	28823047	28823048	NM_001308230	0.0	+	ATXN2L	44328
chr16	28846599	28846600	NM_001308293	0.0	+	SH2B1	44329
chr16	28863756	28863757	NM_001308294	0.0	+	SH2B1	44330
chr16	46763246	46763247	NM_001308301	0.0	-	MYLK3	44331
chr16	53155925	53155926	NM_001308319	0.0	+	CHD9	44332
chr16	53703934	53703935	NM_001308334	0.0	-	RPGRIP1L	44333
chr16	30896606	30896607	NM_001330	0.0	+	CTF1	44334
chr16	57447528	57447529	NM_001308347	0.0	-	CIAPIN1	44335
chr16	20451460	20451461	NM_001308954	0.0	+	ACSM2A	44336
chr16	28638360	28638361	NM_001310136	0.0	+	NPIPB8	44337
chr16	29403802	29403803	NM_001310137	0.0	-	NPIPB11	44338
chr16	31094999	31095000	NM_001311311	0.0	-	VKORC1	44339
chr16	18801370	18801371	NM_001313858	0.0	-	ARL6IP1	44340
chr16	67645126	67645127	NM_001317026	0.0	+	RLTPR	44341
chr16	57447528	57447529	NM_001308358	0.0	-	CIAPIN1	44342
chr16	70251930	70251931	NM_058219	0.0	-	EXOSC6	44343
chr16	2817162	2817163	NM_001270452	0.0	+	PRSS21	44344
chr15	88638742	88638743	NM_001303237	0.0	+	ISG20	44345
chr16	87779148	87779149	NR_120309	0.0	-	LOC102724467	44346
chr16	3950444	3950445	NR_120311	0.0	-	LOC102724927	44347
chr16	30875459	30875460	NR_110942	0.0	+	MIR762HG	44348
chr16	88194280	88194281	NR_110944	0.0	+	LOC101928880	44349
chr16	25111555	25111556	NR_120306	0.0	-	LCMT1-AS1	44350
chr16	80563135	80563136	NR_120307	0.0	-	LOC102724084	44351
chr16	83803976	83803977	NR_120308	0.0	-	LOC102724163	44352
chr16	30875459	30875460	NR_110940	0.0	+	MIR762HG	44353
chr16	87212114	87212115	NR_110939	0.0	+	LOC101928708	44354
chr16	30875459	30875460	NR_110941	0.0	+	MIR762HG	44355
chr16	90029901	90029902	NR_122031	0.0	-	GAS8-AS1	44356
chr16	24671062	24671063	NR_122072	0.0	-	LINC01567	44357
chr16	86567761	86567762	NR_125795	0.0	-	FOXC2-AS1	44358
chr16	21158376	21158377	NR_125971	0.0	+	TMEM159	44359
chr16	70173448	70173449	NR_126007	0.0	-	LOC400541	44360
chr16	33769376	33769377	NR_130772	0.0	+	ENPP7P13	44361
chr16	33304343	33304344	NR_110914	0.0	+	TP53TG3C	44362
chr16	3308312	3308313	NR_126069	0.0	+	ZNF75A	44363
chr16	33194263	33194264	NR_110914	0.0	+	TP53TG3C	44364
chr16	33360878	33360879	NR_110914	0.0	+	TP53TG3C	44365
chr16	33304341	33304342	NR_110911	0.0	+	TP53TG3B	44366
chr16	33360876	33360877	NR_110911	0.0	+	TP53TG3B	44367
chr16	33459647	33459648	NR_110911	0.0	+	TP53TG3B	44368
chr16	51017757	51017758	NR_110913	0.0	+	LOC101927334	44369
chr16	32676127	32676128	NR_110914	0.0	-	TP53TG3C	44370
chr16	82773318	82773319	NR_110938	0.0	+	LOC101928446	44371
chr16	82990298	82990299	NR_110937	0.0	-	LOC101928417	44372
chr16	90102263	90102264	NR_126161	0.0	+	FAM157C	44373
chr16	33459649	33459650	NR_110914	0.0	+	TP53TG3C	44374
chr16	59855352	59855353	NR_110917	0.0	+	LOC101927580	44375
chr16	89430917	89430918	NR_110931	0.0	+	LOC101927817	44376
chr16	89430917	89430918	NR_110932	0.0	+	LOC101927817	44377
chr16	29926232	29926233	NR_110933	0.0	-	KCTD13	44378
chr16	87057783	87057784	NR_126008	0.0	+	LOC440390	44379
chr16	81220370	81220371	NR_126532	0.0	-	PKD1L2	44380
chr16	641848	641849	NM_138418	0.0	+	FAM195A	44381
chr16	29996208	29996209	NR_130787	0.0	+	INO80E	44382
chr16	14694573	14694574	NR_133651	0.0	-	PLA2G10	44383
chr16	66751751	66751752	NR_133569	0.0	+	LOC106699570	44384
chr16	2268662	2268663	NR_132988	0.0	+	LOC106660606	44385
chr16	14302504	14302505	NR_132984	0.0	+	MIR193BHG	44386
chr16	14302287	14302288	NR_132983	0.0	+	MIR193BHG	44387
chr16	3144290	3144291	NR_132322	0.0	+	CASP16P	44388
chr16	2155358	2155359	NR_132114	0.0	-	SNHG19	44389
chr16	29996208	29996209	NR_130786	0.0	+	INO80E	44390
chr16	68539212	68539213	NR_130978	0.0	+	ZFP90	44391
chr16	68539212	68539213	NR_130977	0.0	+	ZFP90	44392
chr16	68539212	68539213	NR_130976	0.0	+	ZFP90	44393
chr16	19716455	19716456	NR_130968	0.0	+	IQCK	44394
chr16	19716455	19716456	NR_130967	0.0	+	IQCK	44395
chr16	80540951	80540952	NR_130943	0.0	+	DYNLRB2	44396
chr16	80540951	80540952	NR_130942	0.0	+	DYNLRB2	44397
chr16	18411977	18411978	NR_128709	0.0	-	MIR3179-4	44398
chr16	1782580	1782581	NM_080861	0.0	-	SPSB3	44399
chr16	18488365	18488366	NR_128713	0.0	-	MIR3670-4	44400
chr16	17119	17120	NR_128720	0.0	-	MIR6859-4	44401
chr16	50742304	50742305	NR_130462	0.0	+	MIR3181	44402
chr16	18494576	18494577	NR_128709	0.0	-	MIR3179-4	44403
chr16	18405762	18405763	NR_128712	0.0	-	MIR3670-3	44404
chr16	18488365	18488366	NR_128712	0.0	-	MIR3670-3	44405
chr16	18405762	18405763	NR_128713	0.0	-	MIR3670-4	44406
chr16	22915	22916	NR_130735	0.0	+	WASIR2	44407
chr16	33769376	33769377	NR_130771	0.0	+	ENPP7P13	44408
chr16	14370266	14370267	NR_131191	0.0	-	LOC105447648	44409
chr16	31483117	31483118	NR_130783	0.0	+	SLC5A2	44410
chr16	11345437	11345438	NR_130754	0.0	+	RMI2	44411
chr16	15888649	15888650	NR_130755	0.0	-	FOPNL	44412
chr16	15888649	15888650	NR_130756	0.0	-	FOPNL	44413
chr16	15888649	15888650	NR_130757	0.0	-	FOPNL	44414
chr16	30430052	30430053	NR_134470	0.0	-	DCTPP1	44415
chr16	33194261	33194262	NR_110911	0.0	+	TP53TG3B	44416
chr16	33459647	33459648	NR_110910	0.0	+	TP53TG3	44417
chr16	17119	17120	NR_106918	0.0	-	MIR6859-1	44418
chr16	28391051	28391052	NR_106922	0.0	-	MIR6862-1	44419
chr16	28724251	28724252	NR_106922	0.0	+	MIR6862-1	44420
chr16	18379410	18379411	NR_106828	0.0	-	MIR6770-1	44421
chr16	50292615	50292616	NR_106829	0.0	+	MIR6771	44422
chr16	85918346	85918347	NR_106832	0.0	+	MIR6774	44423
chr16	87834660	87834661	NR_106833	0.0	-	MIR6775	44424
chr16	18344079	18344080	NR_106969	0.0	-	MIR6511A2	44425
chr16	4671317	4671318	NR_106827	0.0	+	MIR6769A	44426
chr16	5632466	5632467	NR_107032	0.0	+	MIR8065	44427
chr16	2463966	2463967	NR_106826	0.0	+	MIR6768	44428
chr16	18344079	18344080	NR_106970	0.0	-	MIR6511A3	44429
chr16	18344079	18344080	NR_106971	0.0	-	MIR6511A4	44430
chr16	24203115	24203116	NR_106996	0.0	+	MIR1273H	44431
chr16	81533901	81533902	NR_107008	0.0	+	MIR7854	44432
chr16	32676129	32676130	NR_110911	0.0	-	TP53TG3B	44433
chr16	33360876	33360877	NR_110910	0.0	+	TP53TG3	44434
chr16	4328340	4328341	NR_110901	0.0	-	GLIS2-AS1	44435
chr16	1782922	1782923	NR_104318	0.0	+	NUBP2	44436
chr16	3135055	3135056	NR_104432	0.0	+	ZNF213	44437
chr16	10877197	10877198	NR_104444	0.0	+	CIITA	44438
chr16	86286247	86286248	NR_104139	0.0	-	LINC01081	44439
chr16	30609828	30609829	NR_104166	0.0	-	ZNF689	44440
chr16	89093808	89093809	NR_104293	0.0	+	ACSF3	44441
chr16	234545	234546	NR_104317	0.0	+	FAM234A	44442
chr16	2268412	2268413	NR_104485	0.0	-	RNPS1	44443
chr16	87292452	87292453	NR_104667	0.0	-	LOC101928682	44444
chr16	2445391	2445392	NR_106825	0.0	+	MIR6767	44445
chr16	18344079	18344080	NR_106766	0.0	-	MIR6511A1	44446
chr16	79770470	79770471	NR_104660	0.0	+	LINC01229	44447
chr16	79770532	79770533	NR_104663	0.0	-	MAFTRR	44448
chr16	80569610	80569611	NR_104665	0.0	-	LINC01227	44449
chr16	80572808	80572809	NR_104666	0.0	-	LINC01227	44450
chr16	82688930	82688931	NR_107025	0.0	+	MIR8058	44451
chr16	81611347	81611348	NR_106759	0.0	+	MIR6504	44452
chr16	28391051	28391052	NR_107058	0.0	-	MIR6862-2	44453
chr16	18379410	18379411	NR_107061	0.0	-	MIR6770-3	44454
chr16	33304341	33304342	NR_110910	0.0	+	TP53TG3	44455
chr16	33194261	33194262	NR_110910	0.0	+	TP53TG3	44456
chr16	32676129	32676130	NR_110910	0.0	-	TP53TG3	44457
chr16	50668854	50668855	NR_110908	0.0	+	LOC101927272	44458
chr16	47144067	47144068	NR_110904	0.0	+	ITFG1-AS1	44459
chr16	47144067	47144068	NR_110903	0.0	+	ITFG1-AS1	44460
chr16	5616250	5616251	NR_110902	0.0	-	LINC01570	44461
chr16	28724251	28724252	NR_107058	0.0	+	MIR6862-2	44462
chr16	3134882	3134883	NR_110900	0.0	-	ZNF213-AS1	44463
chr16	32253323	32253324	NR_110898	0.0	+	TP53TG3D	44464
chr16	33459647	33459648	NR_110897	0.0	+	TP53TG3B	44465
chr16	33360876	33360877	NR_110897	0.0	+	TP53TG3B	44466
chr16	33304341	33304342	NR_110897	0.0	+	TP53TG3B	44467
chr16	33194261	33194262	NR_110897	0.0	+	TP53TG3B	44468
chr16	32676129	32676130	NR_110897	0.0	-	TP53TG3B	44469
chr16	33459647	33459648	NR_110886	0.0	+	TP53TG3	44470
chr16	17119	17120	NR_107063	0.0	-	MIR6859-3	44471
chr16	32188113	32188114	NR_109773	0.0	-	HERC2P4	44472
chr16	636366	636367	NR_109976	0.0	-	C16orf13	44473
chr16	636366	636367	NR_109977	0.0	-	C16orf13	44474
chr16	636366	636367	NR_109978	0.0	-	C16orf13	44475
chr16	636366	636367	NR_109979	0.0	-	C16orf13	44476
chr16	18379410	18379411	NR_107060	0.0	-	MIR6770-2	44477
chr16	89720984	89720985	NR_110122	0.0	+	ZNF276	44478
chr16	89720367	89720368	NR_110128	0.0	+	ZNF276	44479
chr16	89721541	89721542	NR_110129	0.0	+	ZNF276	44480
chr16	32676129	32676130	NR_110886	0.0	-	TP53TG3	44481
chr16	33194261	33194262	NR_110886	0.0	+	TP53TG3	44482
chr16	33304341	33304342	NR_110886	0.0	+	TP53TG3	44483
chr16	33360876	33360877	NR_110886	0.0	+	TP53TG3	44484
chr16	89720984	89720985	NR_110126	0.0	+	ZNF276	44485
chr16	17119	17120	NR_107062	0.0	-	MIR6859-2	44486
chr16	30429800	30429801	NR_134471	0.0	-	DCTPP1	44487
chr17	74859884	74859885	NM_000835	0.0	-	GRIN2C	44488
chr17	4833339	4833340	NM_001024937	0.0	+	MINK1	44489
chr17	40342018	40342019	NM_001024809	0.0	+	RARA	44490
chr17	8867677	8867678	NM_001010855	0.0	-	PIK3R6	44491
chr17	40122536	40122537	NM_001012241	0.0	+	MSL1	44492
chr17	410326	410327	NM_001013672	0.0	+	C17orf97	44493
chr17	4788958	4788959	NM_001014985	0.0	+	GLTPD2	44494
chr17	75525701	75525702	NM_001015002	0.0	+	LLGL2	44495
chr17	82450831	82450832	NM_001033046	0.0	-	C17orf62	44496
chr17	20155993	20155994	NM_001033555	0.0	+	SPECC1	44497
chr17	81222951	81222952	NM_001009811	0.0	-	CEP131	44498
chr17	8435851	8435852	NM_001025579	0.0	+	NDEL1	44499
chr17	35587262	35587263	NM_001030006	0.0	+	AP2B1	44500
chr17	75525701	75525702	NM_001031803	0.0	+	LLGL2	44501
chr17	35795707	35795708	NM_001032278	0.0	-	MMP28	44502
chr17	32350137	32350138	NM_001032293	0.0	+	ZNF207	44503
chr17	44123646	44123647	NM_001015053	0.0	-	HDAC5	44504
chr17	83051810	83051811	NM_001009905	0.0	-	B3GNTL1	44505
chr16_KI270728v1_random	17231	17232	NM_001099687	0.0	+	TP53TG3B	44506
chr17	49678163	49678164	NM_001007228	0.0	-	SPOP	44507
chr17	49678163	49678164	NM_001007227	0.0	-	SPOP	44508
chr17	17837011	17837012	NM_001005291	0.0	-	SREBF1	44509
chr17	76487909	76487910	NM_001005498	0.0	-	RHBDF2	44510
chr17	46512709	46512710	NM_001006607	0.0	+	LRRC37A2	44511
chr17	30477407	30477408	NM_001007024	0.0	+	GOSR1	44512
chr17	30477407	30477408	NM_001007025	0.0	+	GOSR1	44513
chr17	38967402	38967403	NM_001008777	0.0	-	FBXO47	44514
chr17	7884804	7884805	NM_001005271	0.0	+	CHD3	44515
chr17	76711005	76711006	NM_001008529	0.0	-	MXRA7	44516
chr17	49678163	49678164	NM_001007229	0.0	-	SPOP	44517
chr17	49678163	49678164	NM_001007230	0.0	-	SPOP	44518
chr17	14236833	14236834	NM_001007530	0.0	-	CDRT15	44519
chr17	45999249	45999250	NM_001007532	0.0	+	STH	44520
chr17	81835050	81835051	NM_001007533	0.0	-	PPP1R27	44521
chr17	76711005	76711006	NM_001008528	0.0	-	MXRA7	44522
chr17	5584512	5584513	NM_001033053	0.0	-	NLRP1	44523
chr17	17972470	17972471	NM_001033551	0.0	-	TOM1L2	44524
chr17	42798725	42798726	NM_001040431	0.0	-	COA3	44525
chr17	30235968	30235969	NM_001045	0.0	-	SLC6A4	44526
chr17	20467535	20467536	NM_001042685	0.0	-	LGALS9B	44527
chr17	79074936	79074937	NM_001042573	0.0	+	ENGASE	44528
chr17	31094926	31094927	NM_001042492	0.0	+	NF1	44529
chr17	39918650	39918651	NM_001042471	0.0	-	GSDMB	44530
chr17	20155993	20155994	NM_001033554	0.0	+	SPECC1	44531
chr17	7579487	7579488	NM_001040059	0.0	+	CD68	44532
chr17	65826543	65826544	NM_001037325	0.0	-	CEP112	44533
chr17	81683924	81683925	NM_001040025	0.0	-	ARL16	44534
chr17	43661894	43661895	NM_001040002	0.0	-	MEOX1	44535
chr17	7630093	7630094	NM_001040	0.0	+	SHBG	44536
chr17	63932344	63932345	NM_001039933	0.0	-	CD79B	44537
chr17	81666637	81666638	NM_001039842	0.0	-	OXLD1	44538
chr17	18476784	18476785	NM_001040078	0.0	+	LGALS9C	44539
chr17	40417950	40417951	NM_001067	0.0	-	TOP2A	44540
chr17	77140922	77140923	NM_001039573	0.0	+	SEC14L1	44541
chr17	18644427	18644428	NM_001039397	0.0	-	TBC1D28	44542
chr17	32142453	32142454	NM_001033566	0.0	+	RHOT1	44543
chr17	32142453	32142454	NM_001033567	0.0	+	RHOT1	44544
chr17	32142453	32142454	NM_001033568	0.0	+	RHOT1	44545
chr17	36535457	36535458	NM_001033580	0.0	-	MYO19	44546
chr17	35930776	35930777	NM_001034836	0.0	-	RDM1	44547
chr17	74203655	74203656	NM_001035258	0.0	+	RPL38	44548
chr17	20087021	20087022	NM_001033553	0.0	+	SPECC1	44549
chr17	7932123	7932124	NM_001037144	0.0	+	CNTROB	44550
chr17	18722088	18722089	NM_001037330	0.0	+	TRIM16L	44551
chr17	81295339	81295340	NM_001037984	0.0	-	SLC38A10	44552
chr17	82458183	82458184	NM_001038618	0.0	+	NARF	44553
chr17	58544372	58544373	NM_001038704	0.0	-	C17orf47	44554
chr17	46361768	46361769	NM_001039083	0.0	-	ARL17B	44555
chr17	46579693	46579694	NM_001039083	0.0	-	ARL17B	44556
chr17	49678163	49678164	NM_001007226	0.0	-	SPOP	44557
chr17	7888850	7888851	NM_001005273	0.0	+	CHD3	44558
chr16_KI270728v1_random	17231	17232	NR_110911	0.0	+	TP53TG3B	44559
chr17	64390878	64390879	NM_000442	0.0	-	PECAM1	44560
chr17	2593628	2593629	NM_000430	0.0	+	PAFAH1B1	44561
chr17	35578637	35578638	NM_000286	0.0	-	PEX12	44562
chr17	15265357	15265358	NM_000304	0.0	-	PMP22	44563
chr17	63972918	63972919	NM_000334	0.0	-	SCN4A	44564
chr17	44268134	44268135	NM_000342	0.0	-	SLC4A1	44565
chr17	30292166	30292167	NM_000386	0.0	-	BLMH	44566
chr17	19748433	19748434	NM_000691	0.0	-	ALDH3A1	44567
chr17	83079690	83079691	NM_001004431	0.0	+	METRNL	44568
chr17	80220400	80220401	NM_000199	0.0	-	SGSH	44569
chr17	37745078	37745079	NM_000458	0.0	-	HNF1B	44570
chr17	63918852	63918853	NM_000515	0.0	-	GH1	44571
chr17	7687550	7687551	NM_000546	0.0	-	TP53	44572
chr17	63932344	63932345	NM_000626	0.0	-	CD79B	44573
chr17	28370352	28370353	NM_000638	0.0	-	VTN	44574
chr17	44389505	44389506	NM_000419	0.0	-	ITGA2B	44575
chr17	31094926	31094927	NM_000267	0.0	+	NF1	44576
chr16_KI270728v1_random	17233	17234	NM_001205259	0.0	+	TP53TG3C	44577
chr16_KI270728v1_random	1346848	1346849	NR_130771	0.0	-	ENPP7P13	44578
chr16_KI270728v1_random	17233	17234	NR_110914	0.0	+	TP53TG3C	44579
chr16_KI270728v1_random	17231	17232	NM_016212	0.0	+	TP53TG3	44580
chr16_KI270728v1_random	17231	17232	NR_110886	0.0	+	TP53TG3	44581
chr16_KI270728v1_random	17231	17232	NR_110897	0.0	+	TP53TG3B	44582
chr16_KI270728v1_random	936466	936467	NR_110898	0.0	-	TP53TG3D	44583
chr16_KI270728v1_random	17231	17232	NR_110910	0.0	+	TP53TG3	44584
chr17	4932274	4932275	NM_000173	0.0	+	GP1BA	44585
chr17	38343810	38343811	NM_001004334	0.0	-	GPR179	44586
chr17	81804131	81804132	NM_000160	0.0	+	GCGR	44587
chr16_KI270728v1_random	1346848	1346849	NR_130772	0.0	-	ENPP7P13	44588
chr17	50166004	50166005	NM_000023	0.0	+	SGCA	44589
chr17	66229438	66229439	NM_000042	0.0	-	APOH	44590
chr17	3476001	3476002	NM_000049	0.0	+	ASPA	44591
chr17	4903074	4903075	NM_000080	0.0	-	CHRNE	44592
chr17	50201639	50201640	NM_000088	0.0	-	COL1A1	44593
chr17	39197703	39197704	NM_000723	0.0	-	CACNB1	44594
chr17	7445086	7445087	NM_000747	0.0	+	CHRNB1	44595
chr17	44503602	44503603	NM_001002909	0.0	-	GPATCH8	44596
chr17	63741970	63741971	NM_001003788	0.0	-	STRADA	44597
chr17	63741970	63741971	NM_001003787	0.0	-	STRADA	44598
chr17	63741970	63741971	NM_001003786	0.0	-	STRADA	44599
chr17	75667189	75667190	NM_001003716	0.0	-	RECQL5	44600
chr17	75667189	75667190	NM_001003715	0.0	-	RECQL5	44601
chr17	41712325	41712326	NM_000805	0.0	+	GAST	44602
chr17	81891712	81891713	NM_001002248	0.0	+	ANAPC11	44603
chr17	39200282	39200283	NM_000981	0.0	+	RPL19	44604
chr17	81891712	81891713	NM_001002247	0.0	+	ANAPC11	44605
chr17	81891712	81891713	NM_001002246	0.0	+	ANAPC11	44606
chr17	81891712	81891713	NM_001002245	0.0	+	ANAPC11	44607
chr17	81891712	81891713	NM_001002244	0.0	+	ANAPC11	44608
chr17	48892785	48892786	NM_001002027	0.0	+	ATP5G1	44609
chr17	81891926	81891927	NM_001002249	0.0	+	ANAPC11	44610
chr17	10730329	10730330	NM_001004313	0.0	-	TMEM220	44611
chr17	4731407	4731408	NM_001001683	0.0	+	MED11	44612
chr17	36196748	36196749	NM_001001437	0.0	-	CCL3L3	44613
chr17	64006923	64006924	NM_000873	0.0	-	ICAM2	44614
chr17	70169534	70169535	NM_000891	0.0	+	KCNJ2	44615
chr17	81860668	81860669	NM_000918	0.0	-	P4HB	44616
chr17	1742835	1742836	NM_000934	0.0	+	SERPINF2	44617
chr17	7484378	7484379	NM_000937	0.0	+	POLR2A	44618
chr17	40309170	40309171	NM_000964	0.0	+	RARA	44619
chr17	40015360	40015361	NM_000759	0.0	+	CSF3	44620
chr17	38853800	38853801	NM_000978	0.0	-	RPL23	44621
chr17	28719981	28719982	NM_000984	0.0	+	RPL23A	44622
chr17	8383247	8383248	NM_000987	0.0	-	RPL26	44623
chr17	74203655	74203656	NM_000999	0.0	+	RPL38	44624
chr17	36176624	36176625	NM_001001417	0.0	-	TBC1D3B	44625
chr17	38003992	38003993	NM_001001418	0.0	+	TBC1D3C	44626
chr17	38068634	38068635	NM_001001418	0.0	-	TBC1D3C	44627
chr16	30011080	30011081	NR_104090	0.0	-	DOC2A	44628
chr16	30011080	30011081	NR_104089	0.0	-	DOC2A	44629
chr16	50025205	50025206	NR_104043	0.0	+	CNEP1R1	44630
chr16	46748309	46748310	NM_182493	0.0	-	MYLK3	44631
chr16	89217702	89217703	NM_182531	0.0	+	ZNF778	44632
chr16	2211068	2211069	NM_182563	0.0	-	BRICD5	44633
chr16	352676	352677	NM_181050	0.0	-	AXIN1	44634
chr16	27402161	27402162	NM_181078	0.0	+	IL21R	44635
chr16	27402161	27402162	NM_181079	0.0	+	IL21R	44636
chr16	29900825	29900826	NM_181718	0.0	+	ASPHD1	44637
chr16	20576373	20576374	NM_182617	0.0	-	ACSM2B	44638
chr16	29926232	29926233	NM_178863	0.0	-	KCTD13	44639
chr16	30065672	30065673	NM_184041	0.0	+	ALDOA	44640
